Protein A,Protein B
NCOR2,NR2F1
NCOR2,NR2F2
NCOR2,NR3C1
NCOR2,NR4A1
NCOR2,PML
NCOR2,POU2F1
NCOR2,PPARA
NCOR2,PPARD
NCOR2,PPARG
NCOR2,RARB
NCOR2,RARG
NCOR2,RBPJ
NCOR2,RELA
NCOR2,RUNX1T1
NCOR2,RXRA
NCOR2,RXRG
NCOR2,SRF
NCOR2,TBL1X
NCOR2,YWHAE
NCR1,CD247
NCR1,CD59
NCR1,FCER1G
NCR2,TYROBP
NCR3,CD247
NCR3,CD59
NCS1,ADRBK1
NCS1,DRD2
NCS1,DTX2
NCS1,IL1RAPL1
NCSTN,ABL1
NCSTN,APP
NCSTN,PSEN1
NCSTN,PSEN2
NDC80,AMOTL2
NDC80,CALCOCO1
NDC80,CCDC53
NDC80,KLHL12
NDC80,MAD1L1
NDC80,MAD2L1
NDC80,NUF2
NDC80,PLDN
NDC80,PSMC2
NDC80,RB1
NDC80,SMC1A
NDC80,USHBP1
NDC80,ZWINT
NDE1,PAFAH1B1
NDE1,TUBG1
NDEL1,DISC1
NDEL1,DYNC1H1
NDEL1,MBIP
NDEL1,PAFAH1B1
NDEL1,YWHAE
NDFIP1,NEDD4
NDFIP2,ITCH
NDFIP2,NEDD4
NDFIP2,NEDD4L
NDFIP2,SMURF1
NDFIP2,WWP2
NDN,E2F1
NDN,E2F4
NDN,HIF1A
NDN,IL1A
NDN,NGFR
NDN,NUBP1
NDN,NUCB1
NDN,PJA1
NDN,TP53
NDOR1,CYCS
NDOR1,DLG4
NDRG1,ACSL3
NDRG1,ACTG1
NDRG1,AP1M2
NDRG1,AP2M1
NDRG1,ATP1A1
NDRG1,CANX
NDRG1,CDH1
NDRG1,CLTC
NDRG1,CNDP2
NDRG1,COPB2
NDRG1,CTNNB1
NDRG1,DDX1
NDRG1,DDX5
NDRG1,DLST
NDRG1,EEF1G
NDRG1,EEF2
NDRG1,EIF2S3
NDRG1,EIF3E
NDRG1,EWSR1
NDRG1,FASN
NDRG1,HNRNPF
NDRG1,HNRNPH1
NDRG1,HNRNPU
NDRG1,HSD17B4
NDRG1,HSP90AA1
NDRG1,HSPA5
NDRG1,ILF3
NDRG1,KIF5B
NDRG1,LDHA
NDRG1,MAOA
NDRG1,MME
NDRG1,NCL
NDRG1,PABPC1
NDRG1,PKM2
NDRG1,PPP2R2A
NDRG1,PSMC2
NDRG1,PSMC3
NDRG1,PSMD2
NDRG1,RPL24
NDRG1,RPL3
NDRG1,RPL4
NDRG1,RPN2
NDRG1,RPS16
NDRG1,RPS20
NDRG1,RPS26
NDRG1,RPS3
NDRG1,RPS6
NDRG1,RPS8
NDRG1,RUVBL2
NDRG1,S100B
NDRG1,SEC23A
NDRG1,SHMT2
NDRG1,TARS
NDRG1,TLE3
NDRG1,UPF1
NDRG1,VCP
NDRG1,XRCC5
NDRG1,ZNF155
NDUFA13,STAT3
NDUFA4L2,C6orf62
NDUFA4L2,QTRT1
NDUFA4L2,UBR1
NDUFA5,CCDC85B
NDUFA5,DAZAP2
NDUFA5,NDUFB1
NDUFA6,ATP5J2
NDUFA6,BAT3
NDUFA6,TBPL1
NDUFA7,ELAC2
NDUFA7,PRKAB1
NDUFA7,STARD9
NDUFAF3,LSM1
NDUFB8,EIF2B3
NDUFB8,PFN2
NDUFB8,PIM2
NDUFB9,FEZ1
NDUFB9,IKBKAP
NDUFB9,SH3GL3
NDUFS1,MDH2
NDUFV2,CRMP1
NDUFV3,PHYHIP
NEBL,ACTB
NEBL,ACTN1
NEBL,ZYX
NECAB2,CENPO
NECAB2,DGCR6L
NECAB2,GTPBP10
NECAB2,LNX1
NECAB2,NOC4L
NECAB3,APBA2
NECAB3,APP
NECAP1,AMPH
NECAP1,DAB2
NECAP1,HIP1
NECAP1,SNAP91
NECAP2,PLSCR1
NEDD1,EP300
NEDD4,CDC25C
NEDD4,GRB10
NEDD4,IGF1R
NEDD4,NFE2
NEDD4,RPL18A
NEDD4,SCNN1A
NEDD4,SCNN1B
NEDD4,SCNN1G
NEDD4,SH3KBP1
NEDD4L,SCNN1A
NEDD4L,SCNN1B
NEDD4L,SCNN1G
NEDD4L,UBE2E1
NEDD4L,UBE2L3
NEDD8,AHR
NEDD8,CDC34
NEDD8,CUL1
NEDD8,CUL2
NEDD8,CUL4B
NEDD8,NAE1
NEDD8,PARP1
NEDD8,PSMD4
NEDD8,PTK2
NEDD8,SENP8
NEDD8,TP53
NEDD8,UBE2K
NEDD8,UCHL1
NEDD8,UCHL3
NEDD9,ABL1
NEDD9,BCAR1
NEDD9,BCAR3
NEDD9,CDH1
NEDD9,CHAT
NEDD9,CRK
NEDD9,CRKL
NEDD9,ID2
NEDD9,ITCH
NEDD9,LCK
NEDD9,LYN
NEDD9,MICAL1
NEDD9,NCK1
NEDD9,PTK2
NEDD9,PTK2B
NEDD9,PTPN11
NEDD9,PTPN12
NEDD9,PXN
NEDD9,SH2D3C
NEDD9,SMAD1
NEDD9,SMAD2
NEDD9,SMAD3
NEDD9,TCF3
NEDD9,TRIP6
NEDD9,ZYX
NEFL,CDK5RAP2
NEFL,MYO5A
NEFL,NEFH
NEFM,APOE
NEFM,NEFH
NEIL1,XRCC1
NEIL2,EP300
NEK1,ATRX
NEK1,CSN2
NEK1,KIF3A
NEK1,MRE11A
NEK1,PPP2R5A
NEK1,TP53BP1
NEK1,TSC2
NEK1,YWHAH
NEK1,ZNF350
NEK11,NEK2
NEK2,CEP250
NEK2,MAPK1
NEK2,NDC80
NEK2,PPP1CA
NEK2,PPP1R2
NEK3,PRLR
NEK3,VAV1
NEK3,VAV2
NEK6,CCDC85B
NEK6,CDK7
NEK6,NECAB2
NEK6,RPS6KB1
NEK6,SGK1
NEK6,SMAD4
NEK6,SMURF2
NEK6,TGFBR1
NEK8,TGFBR1
NEK9,BICD2
NEK9,MBP
NEK9,NEK6
NEK9,NEK7
NEK9,RAN
NEK9,SSRP1
NEK9,SUPT16H
NELL1,GFI1B
NELL2,GFI1B
NEO1,NTN1
NEO1,NTN3
NES,CDK5R1
NET1,MAGI1
NEU1,CTSA
NEU1,GLB1
NEU3,CAV1
NEU3,GRB2
NEURL2,CTNNB1
NEURL4,DBNL
NEUROD1,CALM1
NEUROD1,CALM2
NEUROD1,CALM3
NEUROD1,HAP1
NEUROD1,PDX1
NEUROD2,PKN1
NEUROD6,HMGB1
NEUROG1,CREBBP
NEUROG1,SMAD1
NEUROG2,ASCL1
NEXN,ACTA1
NF1,APP
NF1,SDC2
NF1,TBPL1
NF2,CD44
NF2,CTNNB1
NF2,ERBB2
NF2,EZR
NF2,HGS
NF2,ITGB1
NF2,PXN
NF2,RALGDS
NF2,SDCBP
NF2,SLC9A3R1
NF2,SPTBN1
NF2,TARBP2
NF2,TSC1
NF2,VPRBP
NF2,XPO1
NFAM1,SYK
NFAM1,ZAP70
NFASC,ANK1
NFASC,CNTNAP1
NFASC,DCX
NFASC,NRCAM
NFASC,SCN1B
NFASC,SCN3B
NFASC,SDCBP
NFASC,TNR
NFAT5,FOXP3
NFATC1,EP300
NFATC1,PIM1
NFATC1,PPP3R1
NFATC2,CREBBP
NFATC2,EGR1
NFATC2,EGR4
NFATC2,FOXP3
NFATC2,MED31
NFATC2,PPP3R1
NFATC2,PRKCZ
NFATC2,VIM
NFATC2,YWHAQ
NFATC2IP,NFATC2
NFATC3,FOS
NFATC3,TTF1
NFATC4,CREBBP
NFATC4,GATA4
NFATC4,YWHAQ
NFATC4,YWHAZ
NFE2,CREBBP
NFE2,MAFF
NFE2,MAFG
NFE2,MAFK
NFE2,NFE2L2
NFE2,PHYHIP
NFE2,WWP1
NFE2,YAP1
NFE2L2,CASP1
NFE2L2,CHD6
NFE2L2,CREBBP
NFE2L2,JUND
NFE2L2,MAFK
NFE2L3,MAFK
NFIB,NFIX
NFIB,RFX1
NFIC,LLPH
NFIC,NFIB
NFIC,RFX1
NFIC,TKTL2
NFIC,TPD52L3
NFIC,ZCCHC14
NFIC,ZNF167
NFIL3,DR1
NFIX,SKI
NFKB1,BCL3
NFKB1,BRCA1
NFKB1,BTRC
NFKB1,CFLAR
NFKB1,CHUK
NFKB1,FBXW11
NFKB1,HMGB1
NFKB1,IKBKG
NFKB1,IL2RA
NFKB1,IRF1
NFKB1,IRF2
NFKB1,KPNA3
NFKB1,LYL1
NFKB1,MEN1
NFKB1,NFKB2
NFKB1,NFKBIA
NFKB1,NFKBIB
NFKB1,NFKBIE
NFKB1,NR3C1
NFKB1,PDCD11
NFKB1,REL
NFKB1,RELA
NFKB1,RELB
NFKB1,STAT3
NFKB1,UBE2D3
NFKB2,BCL3
NFKB2,CHUK
NFKB2,DDX3X
NFKB2,GLG1
NFKB2,GTF2I
NFKB2,HDAC4
NFKB2,HDAC5
NFKB2,IKBKB
NFKB2,IKBKG
NFKB2,MAP3K8
NFKB2,MEN1
NFKB2,NFKBIB
NFKB2,NR3C1
NFKB2,REL
NFKB2,RPL30
NFKB2,RPL6
NFKB2,RPS13
NFKB2,TNIP2
NFKB2,USP2
NFKBIA,CAPN1
NFKBIA,CHUK
NFKBIA,CUL1
NFKBIA,HOXB7
NFKBIA,HSPB1
NFKBIA,IKBKAP
NFKBIA,IKBKG
NFKBIA,MAP3K2
NFKBIA,MAP3K3
NFKBIA,MCM5
NFKBIA,MED19
NFKBIA,NCOR2
NFKBIA,NFKB2
NFKBIA,NFKBIB
NFKBIA,NKIRAS1
NFKBIA,NKIRAS2
NFKBIA,POM121
NFKBIA,PRKCI
NFKBIA,PTPN13
NFKBIA,REL
NFKBIA,SKP1
NFKBIA,SLC25A4
NFKBIA,UBE2D2
NFKBIA,UBE2D3
NFKBIB,CHUK
NFKBIB,POLR1A
NFKBIB,POLR1C
NFKBIB,POLR1D
NFKBIB,POLR1E
NFKBIB,POLR2H
NFKBIB,RELA
NFKBIB,RXRA
NFKBIE,IL1A
NFKBIE,NFKB2
NFKBIE,REL
NFKBIZ,NFKB1
NFRKB,NFKB1
NFU1,C4orf14
NFU1,EPM2A
NFU1,HIRA
NFX1,ELAVL4
NFYA,APPBP2
NFYA,BRCA1
NFYA,CEBPA
NFYA,JUN
NFYA,KPNB1
NFYA,NR5A1
NFYA,POU2F1
NFYA,USF1
NFYA,USF2
NFYA,ZHX3
NFYB,C1QBP
NFYB,DRAP1
NFYB,EP300
NFYB,NFYA
NFYB,YBX1
NFYC,ATF6
NFYC,ATF6B
NFYC,MYC
NFYC,NFYA
NFYC,NFYB
NFYC,SMAD2
NFYC,SMAD3
NGB,ATP1B2
NGB,FLOT1
NGB,GNAI1
NGB,GNAI2
NGB,GNAI3
NGB,GNAO1
NGEF,EPHA4
NGF,A2M
NGF,MMP7
NGF,NGFR
NGF,NTRK1
NGF,PLG
NGF,SORT1
NGFR,GRB2
NGFR,IL2
NGFR,MAG
NGFR,MAPK1
NGFR,MAPK3
NGFR,NFKBIB
NGFR,SORT1
NGFR,TRADD
NGFR,ZNF274
NGFRAP1,CCDC85B
NGFRAP1,DIABLO
NGFRAP1,NGFR
NGFRAP1,NTRK3
NGFRAP1,TRAF1
NGFRAP1,TRAF2
NGFRAP1,TRAF3
NGFRAP1,TRAF4
NGFRAP1,TRAF5
NGFRAP1,TRAF6
NGFRAP1,VTA1
NHEJ1,LIG4
NHLH2,LMO3
NHP2L1,C1orf103
NHP2L1,CDKN2C
NHP2L1,POLA2
NHP2L1,RBM10
NID1,APP
NID1,COL13A1
NID1,COL1A1
NID1,COL4A1
NID2,COL13A1
NID2,ELN
NID2,HSPG2
NID2,LAMC1
NIF3L1,BEND7
NIF3L1,C19orf50
NIF3L1,CCDC85B
NIF3L1,COPS2
NIF3L1,CUTC
NIF3L1,DCTPP1
NIF3L1,DMRTB1
NIF3L1,MAPRE2
NIF3L1,PRTFDC1
NIF3L1,SNF8
NIF3L1,TSC22D4
NIN,ABI1
NIN,AURKA
NIN,BICD1
NIN,GSK3B
NIN,PIAS1
NIN,PRKACA
NIN,SUMO1
NIN,UBE2I
NINL,CCDC130
NINL,DCTN5
NINL,KIAA1267
NINL,LRSAM1
NINL,LZTS2
NINL,MBIP
NINL,MCM10
NINL,RIBC2
NINL,SH3BP5L
NINL,SPERT
NINL,SYT17
NINL,TSPYL4
NINL,ZFC3H1
NINL,ZNF250
NINL,ZNF426
NINL,ZNF646
NIP7,NOL8
NIPSNAP1,TBC1D17
NIPSNAP3A,GOLM1
NISCH,AR
NISCH,IRS4
NISCH,ITGA5
NIT1,ZFYVE9
NKAP,CEP70
NKAP,FAM124A
NKAP,THAP1
NKIRAS1,NFKBIB
NKIRAS1,SMURF2
NKIRAS1,TGFBR1
NKIRAS2,NFKBIB
NKRF,NFKB1
NKRF,NFKB2
NKRF,REL
NKRF,RELA
NKTR,RNPS1
NKX2-1,CALR
NKX2-1,MAPK1
NKX2-1,PAX8
NKX2-1,RELA
NKX2-3,SRF
NKX3-1,SRF
NLGN1,DLG4
NLGN2,DLG4
NLGN2,INADL
NLGN3,DLG3
NLK,CREBBP
NLK,CUL1
NLK,FBXW5
NLK,HIPK2
NLK,LEF1
NLK,MYB
NLK,SKP2
NLK,STAT3
NLN,NTS
NLRC4,BCL10
NLRC4,CASP1
NLRC4,NOD2
NLRP1,BCL2
NLRP1,BCL2L1
NLRP1,CASP1
NLRP1,CASP2
NLRP1,CASP5
NLRP1,CASP9
NLRP1,NOD1
NLRP1,PYCARD
NLRP12,PYCARD
NLRP4,CHUK
NLRP4,NLRC4
NMB,TPP1
NMBR,NMB
NMD3,XPO1
NME1,APEX1
NME1,GORASP2
NME1,ITGB1
NME1,KSR1
NME1,NME4
NME1,POLR1C
NME1,TERF1
NME1,WDYHV1
NME2,TERF1
NME3,NME1
NME3,NME2
NME3,SGTA
NME3,UBQLN4
NME4,TRIP13
NME5,DYDC1
NME5,DYDC2
NME7,TCHP
NMI,BRCA1
NMI,HDDC3
NMI,HGS
NMI,HHLA3
NMI,IFI35
NMI,MYC
NMI,MYCN
NMI,NECAP2
NMI,SNAPC5
NMI,STAT1
NMI,STAT3
NMI,STAT4
NMI,STAT5A
NMI,STAT6
NMS,NMUR1
NMT1,ANXA13
NMT1,ARL5A
NMT1,CABP2
NMT1,CAPN2
NMT1,FYN
NMT1,GNAZ
NMT1,HPCA
NMT1,NOS3
NMT1,SRC
NMT1,TP53
NMT2,BCL2
NMT2,CASP3
NMT2,TP53
NMUR1,NMU
NMUR2,NMU
NOB1,UPF2
NOC2L,C1orf103
NOC4L,TSC22D4
NOC4L,USHBP1
NOD1,CASP1
NOD1,CASP2
NOD1,CASP4
NOD1,CASP8
NOD1,CASP9
NOD1,RIPK2
NOD2,RIPK2
NOG,BMP2
NOG,BMP4
NOG,BMP5
NOG,BMP7
NOL3,CASP2
NOL3,CASP8
NOL3,ETNK2
NOL3,NIF3L1
NOL4,SNAPC5
NOL8,RRAGA
NOLC1,CEBPB
NOLC1,COIL
NOLC1,CSNK2B
NOM1,PPP1CA
NOMO1,ATF7IP
NOMO1,NCLN
NOMO1,SHBG
NOMO1,UBQLN4
NOMO3,NCLN
NONO,CA2
NONO,FXR2
NONO,MAD1L1
NONO,PIN1
NONO,PLEKHF2
NONO,PSPC1
NONO,SPI1
NONO,ZNRD1
NOP56,BMPR2
NOS1,ADRA1A
NOS1,ADRA1B
NOS1,ADRA1D
NOS1,ADRB1
NOS1,ADRB2
NOS1,ATP2B4
NOS1,BDKRB2
NOS1,HMOX1
NOS1,VAC14
NOS1AP,LRP1
NOS1AP,LRP2
NOS1AP,NOS1
NOS1AP,RASD1
NOS1AP,SYN1
NOS1AP,SYN2
NOS1AP,SYN3
NOS2,ACTB
NOS2,RAC2
NOS3,AGTR1
NOS3,BDKRB2
NOS3,BDNF
NOS3,HSP90AA1
NOSIP,NOS1
NOSIP,NOS3
NOSTRIN,NOS3
NOTCH1,BLOC1S1
NOTCH1,CBL
NOTCH1,EP300
NOTCH1,GFI1B
NOTCH1,LCK
NOTCH1,LEF1
NOTCH1,MEF2C
NOTCH1,NFKB1
NOTCH1,NOV
NOTCH1,NUMBL
NOTCH1,POFUT1
NOTCH1,PSEN2
NOTCH1,RBP3
NOTCH1,RBPJ
NOTCH1,RELA
NOTCH1,XIAP
NOTCH2,MAML2
NOTCH2,MAML3
NOTCH2,PSEN2
NOTCH2,RBPJ
NOTCH2,SMAD1
NOTCH2NL,ELANE
NOTCH3,CHUK
NOTCH3,MAML2
NOTCH3,MAML3
NOTCH3,PSEN2
NOTCH3,RBPJ
NOTCH4,MAML2
NOTCH4,MAML3
NOTCH4,PSEN2
NOTCH4,SMAD2
NOTCH4,SMAD3
NOTCH4,SMAD4
NOV,CTGF
NOV,FBLN1
NOV,FN1
NOV,GJA1
NOV,IGF1
NOV,IGF2
NOV,POLR2L
NOVA1,PCBP1
NOVA1,SMARCC2
NOX1,CYBA
NOXA1,NOXO1
NOXA1,RAC1
NOXA1,RAC2
NPAS2,ARNTL
NPAS2,CREBBP
NPAS2,EP300
NPAS2,HSP90AA1
NPAS2,KAT2B
NPAS2,NCOA3
NPAS2,RARA
NPAS2,RXRA
NPAS4,ARNT
NPAS4,ARNT2
NPAS4,ARNTL
NPAT,POU2F1
NPB,NPBWR1
NPB,NPBWR2
NPBWR2,NPW
NPDC1,CCND1
NPDC1,CCND2
NPDC1,CCND3
NPDC1,CDK2
NPDC1,E2F1
NPDC1,KRTAP4-12
NPDC1,MADD
NPDC1,TFDP1
NPFF,NPY
NPFFR1,NPFF
NPFFR2,HCRT
NPFFR2,NPFF
NPFFR2,NPY
NPHP1,BCAR1
NPHP1,FLNA
NPHP1,FLNB
NPHP1,FLNC
NPHP1,INVS
NPHP1,NPHP3
NPHP1,NPHP4
NPHP1,PTK2B
NPHP1,TUBB
NPHP1,UBQLN4
NPHS1,CASK
NPHS1,FYN
NPHS1,IQGAP1
NPHS1,LYN
NPHS1,NCK1
NPHS1,NCK2
NPHS1,SRC
NPHS1,YES1
NPHS2,CD2AP
NPHS2,NPHS1
NPLOC4,UFD1L
NPM1,ALK
NPM1,ARF1
NPM1,CDK2
NPM1,GADD45A
NPM1,NCL
NPM1,NOP2
NPM1,PLCG2
NPM1,SHC1
NPM1,TFAP2A
NPM1,TP53
NPM1,XPO1
NPM3,KIAA1377
NPNT,ITGA8
NPPA,UBQLN4
NPPB,NPR1
NPPB,NPR3
NPPC,NPR2
NPPC,NPR3
NPR1,ATF7IP
NPR1,NPPA
NPR3,NPPA
NPTX1,RCN2
NPTXR,NPTX1
NPTXR,NPTX2
NPW,NPBWR1
NPY,MC4R
NPY1R,NPY
NPY2R,NPY
NPY5R,NPY
NQO1,TP53
NQO2,GORASP2
NR0B1,AR
NR0B1,COPS2
NR0B1,ESRRA
NR0B1,NR5A1
NR0B1,NRIP1
NR0B1,PPARG
NR0B1,RORA
NR0B1,SNW1
NR0B1,SREBF1
NR0B2,AR
NR0B2,DDX20
NR0B2,EID1
NR0B2,ESR1
NR0B2,ESR2
NR0B2,ESRRG
NR0B2,HNF4A
NR0B2,NR1H2
NR0B2,NR1I3
NR0B2,PPARG
NR0B2,RXRA
NR0B2,RXRB
NR1D1,NCOR1
NR1D2,CUL1
NR1D2,NCOR1
NR1D2,NR1D1
NR1D2,RGN
NR1D2,UBE2I
NR1H2,FOXO3
NR1H2,ING3
NR1H2,MDFI
NR1H2,NCOA3
NR1H2,NCOR1
NR1H2,RXRA
NR1H2,RXRB
NR1H2,RXRG
NR1H2,TMEM161A
NR1H2,UBE2I
NR1H3,ACTN1
NR1H3,FOXO3
NR1H3,ING3
NR1H3,NCOA3
NR1H3,NCOR1
NR1H3,NR0B2
NR1H3,NRIP1
NR1H3,PPARA
NR1H3,RARA
NR1H3,RXRB
NR1H3,RXRG
NR1H3,TMEM161A
NR1H4,CASP8
NR1H4,ESR1
NR1H4,GAPDH
NR1H4,NCOA1
NR1H4,RXRA
NR1H4,RXRG
NR1I2,ACTN2
NR1I2,NCOA1
NR1I2,NCOR2
NR1I2,NUCB2
NR1I2,POU1F1
NR1I2,PPARGC1A
NR1I2,RXRA
NR1I2,RXRB
NR1I2,RXRG
NR1I2,SRC
NR1I3,MAP4
NR1I3,MED1
NR1I3,NCOA1
NR1I3,POU1F1
NR1I3,PPARGC1A
NR1I3,RXRA
NR2C1,AR
NR2C1,ESR1
NR2C1,NR2C2
NR2C2,AR
NR2C2,CDC37
NR2C2,ESR1
NR2C2,FKBP5
NR2C2,HNF4A
NR2C2,HSP90AB1
NR2C2,IKBKB
NR2C2,MAP3K7IP1
NR2C2,MAP3K7IP2
NR2C2,PEBP1
NR2C2,RXRB
NR2C2,TRAF2
NR2C2AP,NR2C2
NR2E3,CDK9
NR2E3,CRX
NR2E3,HDAC1
NR2E3,HDAC3
NR2E3,MYBBP1A
NR2E3,NCOR1
NR2E3,NR1D1
NR2E3,RBBP4
NR2E3,RBBP7
NR2E3,RBL1
NR2E3,RXRB
NR2E3,SIN3A
NR2E3,TBL3
NR2F1,EEF1D
NR2F1,MAP6
NR2F2,EP300
NR2F2,FAM46A
NR2F2,HIPK3
NR2F6,NR2F2
NR3C1,ADA
NR3C1,CALM1
NR3C1,CALR
NR3C1,CEBPA
NR3C1,CREB1
NR3C1,FYN
NR3C1,LCK
NR3C1,NR2F2
NR3C1,NR2F6
NR3C1,SLC25A4
NR3C1,STAT3
NR3C1,YWHAH
NR3C2,ACTA1
NR3C2,ACTG1
NR3C2,AR
NR3C2,HSP90AA1
NR3C2,NR3C1
NR3C2,PIAS3
NR3C2,PROX1
NR3C2,TRIM24
NR4A1,ARHGEF10L
NR4A1,ATXN1
NR4A1,BCL2A1
NR4A1,BCL2L10
NR4A1,FXYD3
NR4A1,PML
NR4A1,RPS6KA1
NR4A1,RPS6KA3
NR4A1,RPS6KA5
NR4A1,RPS6KA6
NR4A1,YWHAZ
NR4A2,CDKN1C
NR4A2,COPS5
NR4A2,PIAS4
NR4A2,RXRA
NR4A2,RXRB
NR4A3,COPS5
NR5A1,AR
NR5A1,CTNNB1
NR5A1,JUN
NR5A1,NFKB2
NR5A2,ALB
NR5A2,EDF1
NR5A2,NPPA
NR5A2,NR0B2
NR5A2,NRIP1
NR5A2,PNRC1
NR5A2,PNRC2
NR5A2,POLR2D
NR6A1,GNB5
NR6A1,NCOR1
NRAP,ACTB
NRAP,ACTN3
NRAP,KBTBD10
NRAP,TLN1
NRAP,VCL
NRAS,BCL2
NRAS,PLCE1
NRAS,RAF1
NRAS,SMAD4
NRAS,SMURF2
NRBF2,HNF4A
NRBF2,PPARA
NRBF2,RARA
NRBF2,RXRA
NRBF2,THRB
NRBP1,C1orf103
NRBP1,MLF1
NRBP1,RAC3
NRBP1,RIBC2
NRBP1,TSC22D4
NRCAM,ANK2
NRCAM,CNTN2
NRCAM,PTPRB
NRD1,CALCA
NRD1,HBEGF
NRD1,PDYN
NRD1,POMC
NRG1,EGF
NRG1,IKZF4
NRG2,ERBB3
NRG2,ERBB4
NRG3,ERBB4
NRG4,ERBB4
NRGN,CALM1
NRIP1,ACTN2
NRIP1,AHR
NRIP1,CCDC85B
NRIP1,CEP70
NRIP1,CTBP2
NRIP1,ESR1
NRIP1,HDAC1
NRIP1,HDAC2
NRIP1,HDAC5
NRIP1,JUN
NRIP1,NR1H2
NRIP1,NR2C1
NRIP1,NR3C1
NRIP1,NR5A1
NRIP1,PPARA
NRIP1,PPARG
NRIP1,RXRA
NRIP1,YWHAH
NRIP2,RARA
NRIP2,RORB
NRK,CFL1
NRL,CRX
NRP1,KDR
NRP1,PGF
NRP1,SEMA3B
NRP1,SEMA3F
NRP1,VEGFA
NRP1,VEGFB
NRP2,NRP1
NRP2,PGF
NRP2,SEMA3B
NRP2,SEMA3F
NRP2,VEGFA
NRSN1,SPINK1
NRTN,RET
NRXN1,APBA1
NRXN1,APBA2
NRXN1,CASK
NRXN1,MACF1
NRXN1,NLGN1
NRXN1,NLGN2
NRXN1,NLGN3
NRXN1,NXPH1
NRXN1,NXPH3
NRXN1,PDZD2
NRXN1,SIPA1L1
NRXN1,SYT1
NRXN1,SYT2
NRXN1,SYT4
NRXN1,SYT5
NRXN1,SYT6
NRXN1,SYT9
NRXN1,SYTL2
NRXN2,CASK
NRXN2,DDX24
NRXN2,INADL
NRXN2,MACF1
NRXN2,MLLT4
NRXN2,NLGN3
NRXN3,CASK
NRXN3,MLLT4
NRXN3,NLGN3
NSD1,AR
NSD1,ESR1
NSD1,RARA
NSD1,RXRA
NSD1,THRA
NSF,ARRB1
NSF,C14orf1
NSF,FUNDC2
NSF,GRIA3
NSF,KIAA1377
NSF,LUC7L2
NSF,STX4
NSFL1C,STX5
NSFL1C,VCP
NSL1,CBX5
NSMAF,CD40
NSMAF,GNB2L1
NSMAF,TNFRSF1A
NT5C2,FXR2
NT5C2,MOBKL2B
NT5C2,NME7
NT5C2,NOC4L
NT5C2,NUDT18
NT5E,ACTB
NT5E,FN1
NTF3,BDNF
NTF4,NGFR
NTHL1,ERCC5
NTN1,DCC
NTN4,ADAMTSL4
NTNG1,LRRC4C
NTRK1,ABL1
NTRK1,DNAJA3
NTRK1,GRB2
NTRK1,MAPK3
NTRK1,NEDD4L
NTRK1,NGFR
NTRK1,PIK3R1
NTRK1,PLCG1
NTRK1,PTPN1
NTRK1,RAP1A
NTRK1,RASA1
NTRK1,SH2B2
NTRK1,SHC1
NTRK1,SQSTM1
NTRK2,BDNF
NTRK2,FRS3
NTRK2,FYN
NTRK2,NGFR
NTRK2,NTF3
NTRK2,NTF4
NTRK2,PTPN1
NTRK2,SH2B2
NTRK2,SHC1
NTRK3,JUN
NTRK3,MAPK1
NTRK3,NGFR
NTRK3,NTF3
NTRK3,PLCG1
NTRK3,PTPN1
NTS,ARRB2
NTS,CPE
NTS,MEP1A
NTS,NTSR1
NTS,NTSR2
NTS,SORT1
NTSR1,ARRB2
NUAK1,CASP6
NUAK2,SMAD2
NUAK2,SMAD4
NUAK2,TGFBR1
NUB1,AIPL1
NUB1,NEDD8
NUB1,PSMD4
NUCB1,GNAI2
NUCB1,GNAI3
NUCB1,GNAO1
NUCB1,GNAS
NUCB1,GNAZ
NUCB1,PTGS2
NUCB2,NDN
NUDC,PAFAH1B1
NUDT14,ARAF
NUDT14,RAF1
NUDT18,APIP
NUDT18,C19orf50
NUDT18,CUTC
NUDT18,DCTD
NUDT18,EVI5L
NUDT18,HSD17B14
NUDT18,KCTD13
NUDT18,KHDRBS3
NUDT18,KIAA0182
NUDT18,KRTAP4-12
NUDT18,NADK
NUDT18,RAB3IL1
NUDT18,RWDD1
NUDT18,SDPR
NUDT18,TIFA
NUDT21,C7orf64
NUDT21,CPSF6
NUDT21,CPSF7
NUDT21,KIAA1377
NUDT21,MYL6
NUDT21,NIF3L1
NUDT21,PSMF1
NUDT21,SNRNP70
NUDT3,ASB13
NUDT3,RAB17
NUDT3,RPL8
NUFIP1,FMR1
NUFIP2,FMR1
NUMA1,EPB41
NUMB,AP2A1
NUMB,AP2A2
NUMB,APP
NUMB,DPYSL2
NUMB,ITGB2
NUMB,ITGB3
NUMB,ITGB5
NUMB,L1CAM
NUMB,MDM2
NUMB,NOTCH1
NUMB,PRKCA
NUMB,PRKCB
NUMB,PRKCD
NUMB,PRKCE
NUMB,PRKCG
NUMB,PRKCH
NUMB,SIAH1
NUMBL,EPS15
NUP107,NUP133
NUP107,NUP214
NUP133,CENPF
NUP133,NUP98
NUP153,IPO5
NUP153,KPNA2
NUP153,KPNB1
NUP153,NXF1
NUP153,NXF2
NUP153,RAN
NUP153,SMAD2
NUP153,TNPO1
NUP153,XPO1
NUP153,XPOT
NUP155,GLE1
NUP155,ZFYVE9
NUP205,NUP93
NUP210,TRIP6
NUP214,SMAD3
NUP214,SMAD4
NUP37,NUP43
NUP37,TGFBR1
NUP50,CDKN1B
